mag_r,u-g,g-r,r-i,i-z,z_spec
20.699675,2.230291,1.310265,0.962175,0.441565,0.532209
19.534267,1.247793,1.617386,0.830883,0.504978,0.501041
19.795135,4.812477,1.801634,0.833456,0.404924,0.462162
20.604620,1.685658,1.516241,1.139469,0.306108,0.619869
18.636715,4.674967,1.752121,0.666243,0.409958,0.346400
21.486696,1.787840,0.963366,0.582972,0.497471,0.359314
19.379580,2.814798,1.691355,0.854570,0.503466,0.471496
17.011040,0.881369,0.394335,0.352503,0.126640,0.076254
18.433262,2.353300,1.546209,0.582865,0.399599,0.327220
22.236509,0.783186,0.169308,0.395817,0.623587,1.491382
17.655975,1.220581,0.491713,0.350819,0.092113,0.100589
16.959511,1.735468,1.131033,0.483639,0.378103,0.140669
17.041834,1.534946,0.450003,0.349375,0.107044,0.110864
17.651226,1.642073,0.962786,0.446501,0.327768,0.139243
16.669367,1.960892,1.102776,0.440287,0.355782,0.143959
20.981226,-0.425755,1.824467,1.351322,0.500669,0.637589
16.862280,1.675213,0.829775,0.404528,0.307587,0.071456
20.087017,0.655199,1.082506,0.760921,0.380417,0.596924
18.855366,2.310623,1.695053,0.662128,0.499512,0.354258
20.701593,1.361570,1.805733,1.052538,0.376690,0.534881
19.849182,4.182838,1.619459,0.872484,0.419001,0.470790
16.683027,1.801609,0.946270,0.400894,0.341827,0.110274
16.378721,1.692398,0.926458,0.431908,0.314564,0.114032
16.404110,1.016102,0.293436,0.243002,0.149706,0.048318
19.851385,0.371376,1.216467,0.721724,0.330153,0.470030
20.689590,3.782333,1.556036,0.885538,0.575476,0.620958
18.042665,2.705307,1.809254,0.648048,0.350477,0.293183
15.754766,1.475720,0.744295,0.394801,0.288854,0.072168
17.388910,1.051790,1.073164,0.409819,0.276253,0.177880
17.842888,1.491619,1.193848,0.538412,0.307268,0.271749
19.920862,2.977930,1.382711,0.745520,0.416048,0.396648
20.434313,0.183893,1.377842,0.868828,0.412867,0.482627
20.660254,0.332047,0.802765,1.010000,0.215427,0.638090
18.575302,2.904491,1.476496,0.616583,0.341888,0.270133
20.516422,0.722494,1.268585,0.999880,0.550440,0.713449
20.737795,3.745619,1.499517,0.929737,0.469307,0.510662
19.983389,0.898540,0.997944,0.719736,0.161415,0.487619
19.481783,5.638075,1.855694,0.704269,0.366364,0.421744
16.997971,2.084824,1.210360,0.477028,0.371161,0.174032
16.488426,1.707777,0.909433,0.436413,0.323953,0.121595
19.944868,4.629946,1.516855,1.168320,0.378693,0.546847
16.898130,1.250986,0.492771,0.297585,0.214872,0.047626
17.659359,1.926472,1.045513,0.434437,0.349316,0.123028
17.202085,2.227035,1.158577,0.441822,0.358402,0.161203
16.664652,1.797010,0.947403,0.403152,0.338702,0.099010
19.212217,3.110359,1.864004,0.726925,0.421989,0.374955
21.006584,1.742077,2.082699,1.373098,0.326757,0.661143
17.177313,1.324976,0.825853,0.438354,0.329840,0.103047
16.914991,1.655182,0.823448,0.477110,0.342678,0.062942
17.501696,1.789621,1.185652,0.532887,0.368450,0.166472
20.253769,1.203207,1.414719,0.757830,0.593510,0.457966
20.062607,1.332933,1.754034,0.863058,0.320406,0.456991
17.681940,1.552116,0.872639,0.397673,0.304935,0.110303
19.622711,3.676557,1.170729,0.998354,0.681606,0.060122
20.099525,1.436470,1.052130,0.980696,0.359169,0.631164
20.469120,2.006949,1.431770,0.942102,0.498087,0.594137
20.379406,1.790432,2.110031,0.901432,0.444050,0.563861
18.228678,1.389236,0.547932,0.299232,0.209551,0.118165
16.351381,0.892967,0.342215,0.222672,0.161536,0.044343
20.834963,2.199629,1.653587,1.015049,0.358233,0.451436
17.014832,2.109224,1.117769,0.525106,-3.664797,0.167874
20.596420,1.202454,1.517544,1.030117,0.315248,0.577724
19.767462,0.625589,0.644354,0.317427,0.356249,0.286093
17.467489,2.136282,0.873249,0.434898,0.388197,0.122955
17.576660,1.811335,0.765598,0.423805,0.278912,0.124857
20.555353,2.001461,1.598845,1.041115,0.578047,0.584136
19.886150,1.821270,1.741314,0.791666,0.306538,0.443354
20.638638,2.098446,2.222601,0.960278,0.442492,0.521297
20.368086,4.504068,1.465771,1.139669,0.698196,0.689548
18.592123,2.105522,1.790750,0.607462,0.356358,0.351911
21.372131,0.429249,0.081196,0.236216,0.562923,0.760399
18.901730,2.402780,1.848745,0.597445,0.335989,0.343201
17.608793,1.739759,1.157158,0.460073,0.327293,0.171758
17.714087,1.174435,0.558401,0.320530,0.202646,0.084009
19.791006,3.415977,1.359266,1.046337,0.581429,0.563592
16.833389,1.935911,1.052593,0.466394,0.304213,0.119156
20.400564,2.814089,1.622370,0.786711,0.516930,0.470230
20.334642,0.054316,1.048391,0.773899,0.090931,0.548538
21.089258,-0.855640,1.998987,1.399630,0.524017,0.621645
21.108450,1.280561,1.039696,1.137232,0.289400,0.778521
17.138763,1.950567,0.896767,0.391193,0.313540,0.071074
20.045061,3.782866,1.543365,0.913990,0.430208,0.507297
16.638012,1.194328,0.550209,0.315815,0.226460,0.046063
20.797491,1.421316,1.002373,0.880789,0.412010,0.491292
21.602512,-0.158197,1.538979,1.082216,0.222044,0.613143
20.493307,-1.031628,2.376768,0.973919,0.449232,0.534056
15.946877,1.730839,0.992320,0.452659,0.334586,0.121048
19.927402,3.011202,1.550676,0.778042,0.430662,0.427142
21.275864,2.524233,1.507374,1.378231,0.515800,0.672063
20.842752,1.625959,1.565708,0.915379,0.480358,0.534716
17.397402,1.336668,0.610893,0.388687,0.251925,0.114109
16.321463,1.706690,1.064587,0.471743,0.348746,0.159955
19.541653,1.631033,1.870413,0.668486,0.342361,0.360076
20.552956,0.741732,0.972675,0.936657,0.472822,0.675074
20.726082,1.072453,1.043917,0.706745,0.168276,0.572543
19.447964,0.979759,0.537901,0.425419,0.101810,0.173849
19.564148,4.640074,1.853546,0.712378,0.343218,0.413949
20.019077,3.100555,1.553213,0.799465,0.365536,0.489997
19.479891,2.450836,1.696104,0.850351,0.302958,0.458827
16.401728,1.431591,0.779718,0.349716,0.312559,0.111581
20.789812,0.661493,1.855740,0.911079,0.387045,0.530181
14.383049,1.768231,0.751496,0.343023,0.262074,0.057520
18.861868,1.750786,1.614348,0.723221,0.367733,0.412488
18.296114,1.203281,0.715281,0.388615,0.269243,0.170480
19.370424,1.738146,1.773727,0.743614,0.386019,0.445681
16.959509,1.759033,0.899015,0.405827,0.346521,0.089496
16.056690,1.190935,0.548670,0.325847,0.187039,0.065312
20.817183,-0.010376,1.272642,1.270063,0.674107,0.690833
18.840908,2.792698,1.782839,0.877768,0.380289,0.502299
20.111095,2.047676,1.806065,0.922148,0.530901,0.532458
20.374413,1.813818,1.385574,0.918888,0.384119,0.525314
20.164280,2.100582,1.658848,0.775972,0.534838,0.471490
21.061617,4.892055,0.867867,0.007576,0.583696,0.281518
20.117933,1.408520,1.453983,0.845127,0.299908,0.494396
20.853992,1.513205,1.804199,1.092030,0.459019,0.553525
20.487228,2.179911,1.931604,0.871471,0.404537,0.494436
20.183157,2.653603,1.549103,0.818527,0.450617,0.493809
20.855427,0.336269,1.034212,0.979647,0.453211,0.747869
18.584854,2.218275,1.464947,0.617079,0.381823,0.254458
20.593725,3.577488,1.679913,0.872160,0.342337,0.485573
20.315390,4.273722,1.498356,0.873152,0.473448,0.512045
17.149187,1.719809,0.606384,0.299135,0.088327,0.066379
17.435305,1.430557,1.118261,0.463976,0.327066,0.193876
19.269274,1.457287,1.632723,0.671988,0.448048,0.375388
18.372459,0.452412,0.347641,0.261396,0.024054,0.223028
18.762363,2.411564,1.611277,0.581999,0.345491,0.319691
20.524166,1.373276,1.411476,0.868689,0.480637,0.514581
19.160374,2.820669,1.768442,0.616478,0.339727,0.329238
19.611271,1.976490,1.815144,0.807604,0.549307,0.471805
17.512505,0.764730,0.313175,0.246492,0.105087,0.099991
20.716412,0.875473,1.325329,1.181332,0.331230,0.774123
20.483360,1.362472,1.358108,0.996052,0.159424,0.592168
17.289389,1.733147,1.024931,0.450792,0.387329,0.141322
19.995359,2.808725,1.823521,0.810160,0.486544,0.484811
17.340538,1.863455,1.161039,0.536482,0.433159,0.177789
16.500931,1.765192,0.796225,0.371454,0.264498,0.067896
16.116262,1.885996,0.886555,0.402944,0.283447,0.079691
17.627283,1.463438,0.973171,0.482958,0.295900,0.188068
19.721172,0.864542,-0.223793,0.858217,-0.262108,0.087144
19.537113,1.533577,0.289968,1.056244,0.290827,0.273480
17.278749,1.176645,0.449371,0.292349,0.177034,0.072952
17.194883,1.252016,0.569365,0.366673,0.214506,0.065109
21.221888,3.457005,1.559910,1.107147,0.277056,0.630564
17.668234,1.874445,0.963192,0.408417,0.328314,0.116658
20.384649,1.190561,1.694819,0.990362,0.460167,0.537968
21.058680,3.471743,1.791250,1.105238,0.453566,0.575643
20.567860,2.146202,1.601137,0.905579,0.471184,0.496277
17.814175,1.550869,0.858114,0.399105,0.301464,0.115614
20.843613,2.588568,1.337618,1.109236,0.507578,0.636808
18.672596,3.426266,1.560623,0.604460,0.372355,0.314082
21.029022,3.089426,1.483583,1.180006,0.520420,0.566184
19.777685,0.301195,0.464523,0.386496,0.269371,0.503218
18.988340,2.557041,1.734318,0.642773,0.331703,0.416537
20.592871,2.527710,2.389311,1.033689,0.547028,0.626748
19.423977,2.384234,1.575430,0.871334,0.562031,0.496853
18.287870,1.957628,1.469099,0.582083,0.361067,0.275982
18.894409,0.812166,1.849865,0.628332,0.365622,0.340375
19.425991,4.707005,1.981922,0.652929,0.496538,0.421884
20.262606,3.648067,1.864923,0.818844,0.292795,0.573107
19.549112,3.993229,1.855745,0.832022,0.482946,0.491210
17.268808,1.183924,0.688469,0.340996,0.137634,0.102801
19.431288,4.439167,1.830895,0.948229,0.411753,0.496703
19.102484,2.159056,1.684378,0.621784,0.468246,0.342346
17.425125,2.307478,0.951340,0.405788,0.335283,0.136064
17.315975,0.906130,0.602995,0.354874,0.168144,0.167495
20.170191,2.943384,1.953321,0.854837,-0.197805,0.353112
17.632086,1.632671,1.088102,0.495602,0.408081,0.222247
17.327658,1.407625,0.612648,0.341141,0.228895,0.079718
17.589361,1.651320,0.945795,0.387371,0.248192,0.173953
19.031801,2.898489,1.537304,0.668066,0.435671,0.365762
21.177752,0.654097,1.317314,1.226854,0.296330,0.685349
19.107510,4.893572,1.712935,0.594122,0.355705,0.417366
16.169815,1.677538,0.850527,0.402907,0.262024,0.103320
21.496904,1.276665,2.343607,1.266043,0.196863,0.613164
20.468872,0.974543,1.493870,0.936426,0.577652,0.530299
20.138617,3.039894,1.676414,0.848381,0.476801,0.477360
20.085854,1.353558,0.507698,0.643665,-0.361887,0.380892
16.226814,1.996153,0.946733,0.431708,0.357924,0.084808
20.206923,2.021465,1.356012,0.959024,0.463081,0.602785
17.501329,1.925325,1.131147,0.476450,0.352062,0.215946
16.359068,1.525879,0.824600,0.383232,0.303209,0.120295
17.310856,1.383368,0.934177,0.377693,0.311598,0.196194
17.683758,1.276930,0.744406,0.374741,0.163486,0.173471
19.270012,2.683161,1.551874,0.816294,0.478039,0.467474
20.987690,0.490511,1.502109,0.924810,0.474710,0.554407
17.712275,1.172762,0.736212,0.351559,0.283854,0.076517
20.679579,1.261513,1.569840,1.127897,0.338423,0.565447
17.910095,2.132937,1.013000,0.445072,0.341993,0.104178
18.984127,2.617390,1.783541,0.593222,0.364799,0.362315
16.207813,1.174456,0.497086,0.332373,0.142280,0.081833
19.763924,1.542442,1.740301,0.806282,0.458624,0.456973
20.278790,1.640003,1.787912,1.041178,0.537834,0.575954
21.169363,0.177011,1.512899,1.122114,0.569590,0.620350
15.657507,1.337349,0.715746,0.388288,0.327174,0.032418
19.388098,2.053366,1.915892,0.670725,0.428526,0.401553
20.663214,1.466227,2.095425,1.181007,0.486078,0.627308
17.802816,2.449396,1.433277,0.555334,0.378567,0.290215
20.333839,1.143557,0.641270,0.765806,0.132450,0.704433
20.178345,0.874472,1.458405,0.745037,0.393232,0.500681
18.656050,2.212330,1.764715,0.617146,0.440338,0.369793
17.084064,1.994154,1.094965,0.457167,0.350893,0.155123
17.623669,1.729204,1.138414,0.489626,0.316431,0.208197
20.692661,2.079361,1.162807,0.841749,0.484982,0.639854
19.725281,1.606173,1.468647,0.753689,0.473820,0.415136
13.950473,1.913189,0.825549,0.407858,0.291911,0.016716
16.645033,1.842432,0.988197,0.399048,0.351123,0.129099
20.028158,1.158482,1.713455,0.811684,0.332298,0.463157
17.200886,1.977081,1.073999,0.505774,0.386539,0.110963
19.775280,1.358271,1.743158,1.130148,0.612680,0.568217
19.037991,0.928820,0.987978,0.372162,0.217556,0.357891
19.924341,3.142899,1.693358,0.889696,0.437098,0.478093
17.001514,2.016317,1.007750,0.445704,0.346502,0.127521
20.932259,0.530752,1.784861,1.189209,0.282545,0.596779
16.395948,0.901861,0.323627,0.144758,0.138908,0.024233
20.241999,2.708359,1.868713,0.950504,0.285240,0.476458
19.942375,4.085335,1.677427,0.865604,0.356985,0.506254
19.238701,1.876093,1.882400,0.538862,0.379984,0.336496
20.413877,3.562300,1.330950,0.771685,0.551159,0.525285
20.642244,2.524002,1.925869,1.063410,0.607990,0.598514
18.520668,0.947050,0.448101,0.254551,0.136778,0.133266
16.871946,1.873579,1.154690,0.434753,0.373739,0.145954
20.221039,1.065592,1.569178,0.955988,0.398500,0.516537
19.285326,4.932713,1.959948,0.627266,0.390060,0.387391
20.566923,0.725994,1.666193,1.000990,0.520691,0.633579
16.720053,1.980658,1.252382,0.482492,0.346279,0.188519
19.637295,1.441700,1.609343,0.989704,0.484825,0.528228
20.130737,0.671835,0.916071,0.820158,0.572090,0.562796
17.240517,1.445511,0.629629,0.361692,0.204632,0.142843
17.414566,1.493216,0.853977,0.418385,0.234312,0.162037
20.001080,3.052244,2.024242,0.853739,0.430786,0.503853
17.642469,1.149982,0.483589,0.354311,0.151178,0.063636
20.612673,2.467676,1.453234,0.916636,0.501339,0.491852
19.551237,1.143993,1.843172,0.821423,0.402485,0.464015
19.374159,4.801971,1.895050,0.740803,0.428139,0.442979
21.068174,-0.072834,1.557936,1.383747,0.398239,0.685685
16.976009,1.461254,0.792591,0.472099,0.368032,0.068659
16.123955,1.644268,0.725527,0.375970,0.262303,0.060092
19.537128,0.764774,1.870539,0.690434,0.460644,0.375231
17.642714,1.372103,0.828396,0.426514,0.279943,0.128372
17.649126,1.184095,0.797571,0.382523,0.251976,0.187770
21.124189,3.403755,1.456356,1.064926,0.578877,0.586521
17.710243,1.612896,0.972479,0.503271,0.322792,0.129690
17.640232,1.057768,0.457731,0.279333,0.076241,0.085238
16.886112,1.898683,0.965382,0.419561,0.360806,0.102722
17.314939,1.930466,1.142269,0.464165,0.341011,0.155990
17.358692,1.608017,0.875097,0.553419,0.370575,0.159391
20.363503,1.634955,1.756538,0.807573,0.293669,0.445179
17.182310,1.604580,0.942438,0.407925,0.333256,0.116068
19.497425,4.193787,1.715893,0.690348,0.418200,0.416831
16.796764,0.990360,0.395004,0.238808,0.102135,0.116251
20.338640,1.413622,1.826637,1.076624,0.355837,0.560977
16.993074,1.901556,1.052299,0.524387,0.396997,0.133617
17.397303,1.110176,0.749016,0.335087,0.224129,0.177219
16.464924,1.621841,0.697313,0.373161,0.299772,0.059775
20.714008,2.356205,1.576445,0.862581,0.416471,0.449268
19.213108,0.642275,1.918646,0.632956,0.337568,0.405255
20.296026,4.848566,1.489254,0.759165,0.315731,0.425863
21.394394,1.882288,1.541485,1.287674,0.383478,0.599721
19.698835,0.943472,1.631372,1.097864,0.384466,0.562650
16.208307,1.332785,0.530357,0.321774,0.195598,0.054876
17.640291,1.081179,0.389597,0.297892,0.128197,0.070799
20.160114,4.360235,1.962803,0.867146,0.381138,0.512526
14.534352,1.584219,0.825372,0.485096,0.391796,0.033350
19.498714,4.640987,1.629015,0.738907,0.207808,0.421804
13.296085,1.743025,0.768147,0.379707,0.272710,0.022623
18.567507,2.612528,1.639620,0.539598,0.294786,0.312870
18.964499,5.043367,1.704334,0.607613,0.433664,0.399217
20.604517,2.777878,1.676544,1.013388,0.440845,0.491156
16.231869,1.596935,0.730165,0.359544,0.262126,0.024110
16.421988,2.025383,0.944016,0.413664,0.320892,0.098718
20.784065,0.493938,1.430235,1.135040,0.456766,0.633819
15.296695,1.072937,0.445392,0.232487,0.155566,0.036741
19.152363,1.735638,1.118307,0.381987,0.362144,0.153617
19.681259,0.264858,1.272991,1.009924,0.362959,0.647796
16.587795,1.563971,0.760778,0.499004,0.254319,0.087881
20.843941,1.900013,0.936539,0.944307,0.157522,0.649190
18.722256,0.909418,1.043638,0.396849,0.403337,0.331503
20.563999,1.962732,1.684744,0.973541,0.341953,0.670318
17.284454,1.268713,0.903551,0.412746,0.193228,0.170621
20.546398,0.618778,2.499111,1.218016,0.353310,0.561396
19.476841,2.517775,1.943275,0.660734,0.293564,0.320083
20.256237,2.375526,1.991894,1.108351,0.506590,0.589910
19.496731,-0.246441,1.886297,0.640976,0.515648,0.440732
20.697382,0.221369,1.622461,1.010908,0.315470,0.565072
17.390146,1.219793,0.520872,0.403067,0.157396,0.075355
20.552629,2.596214,1.749618,0.795803,0.400492,0.452973
20.151344,1.893152,1.710062,1.026098,0.549921,0.604320
20.627581,3.047911,1.956345,1.111162,0.486002,0.544081
18.666376,2.334440,1.687817,0.613558,0.331671,0.334218
16.707844,1.654448,0.778595,0.404009,0.290262,0.067783
20.795410,-0.161032,1.446842,1.306343,0.566593,0.588961
20.547651,0.439987,1.868557,1.048838,0.381208,0.566931
18.145945,1.394016,1.600246,0.641758,0.293139,0.307717
17.551479,1.350405,0.933218,0.461580,0.325529,0.152004
21.012268,2.457649,1.080540,1.098742,0.536421,0.563095
15.489473,1.312424,0.617348,0.309900,0.247714,0.043878
20.212191,2.007576,1.440206,0.766047,0.565403,0.325587
20.362852,1.931976,1.574913,0.810324,0.223591,0.460230
21.161871,0.530458,1.393000,1.233633,0.572319,0.668856
17.279659,0.679052,0.333815,0.312681,0.059401,0.146011
20.231287,1.863703,0.990397,1.066385,0.472393,0.598290
19.900370,0.907160,1.684944,0.762541,0.351446,0.388195
20.315176,2.803322,1.690323,0.906071,0.396807,0.545151
20.630747,2.350222,1.430241,0.977516,0.181334,0.508168
18.781864,2.406191,1.706694,0.589663,0.361898,0.338940
21.998196,1.894794,1.761120,1.242748,0.789307,0.660079
20.462019,3.311190,1.165506,0.963133,0.554781,0.553254
21.060801,0.152390,2.343891,1.126013,0.575611,0.633034
17.102468,1.342886,0.713900,0.356510,0.260351,0.025057
18.961037,2.716978,1.701527,0.599310,0.430731,0.369386
19.786110,0.956121,1.061460,0.729048,0.377522,0.595537
20.268684,0.723349,2.096542,0.932722,0.530621,0.498050
17.693720,1.638817,1.184282,0.467707,0.390329,0.163571
18.870367,0.844149,1.600620,0.813354,0.392212,0.470920
18.911951,3.982660,1.647196,0.657936,0.396889,0.417905
20.786568,-0.191536,1.625360,1.269951,0.557005,0.674919
17.021685,1.772409,0.975676,0.465857,0.397474,0.118699
17.087458,1.548067,0.767946,0.341133,0.270811,0.102731
20.103859,0.628529,1.563707,0.774193,0.459599,0.465911
20.175127,0.734028,1.460457,0.755919,0.553650,0.467489
15.896612,1.874838,0.929419,0.434013,0.317167,0.065093
17.491861,2.222443,1.215427,0.490452,0.366425,0.180384
20.361378,2.240778,1.582094,0.873661,0.404861,0.513306
17.479988,1.552895,0.895452,0.380751,0.344658,0.104379
17.391670,0.948853,0.512589,0.201159,0.091423,0.028375
17.099159,1.804148,0.931988,0.415106,0.341560,0.132864
19.538363,5.101095,1.988449,0.975412,0.376514,0.561484
20.444780,4.492756,1.890703,0.947256,0.475904,0.538924
18.769783,2.782251,1.754093,0.544312,0.408928,0.385586
19.593561,1.576595,1.894901,0.814358,0.468332,0.367677
19.345791,2.638968,1.721830,0.651968,0.267399,0.411037
19.512659,1.202263,0.867630,0.720400,0.343849,0.580548
15.454554,1.199378,0.450646,0.251913,0.225999,0.021481
19.791933,3.187552,1.690084,0.807650,0.423897,0.453255
17.018097,1.583633,0.813345,0.317852,0.255005,0.076181
20.082384,2.159546,1.706144,0.848188,0.577618,0.450388
20.709545,0.938007,1.606390,1.215891,0.436140,0.571354
20.109285,2.473784,1.836035,0.877855,0.457356,0.461057
19.063231,2.570686,1.628483,0.707701,0.354300,0.419245
20.097000,1.206324,2.074085,0.828453,0.389729,0.470052
16.496351,1.971111,1.194179,0.501076,0.312109,0.188873
20.833464,0.979641,1.521750,1.099114,0.353592,0.620360
20.891136,1.091896,1.537502,0.958151,0.213652,0.660206
13.648553,1.500972,0.722361,0.402693,0.298244,0.030317
20.899767,1.281593,1.822098,1.185495,0.470039,0.640632
16.389761,1.596281,1.033981,0.422441,0.345329,0.157647
19.653299,0.563330,0.949421,0.342211,0.365463,0.266314
17.820028,1.878563,1.229834,0.455826,0.351227,0.205591
18.465933,5.775988,1.666430,0.571142,0.394644,0.339906
18.787506,0.862450,1.499374,0.608751,0.578175,0.383327
17.317884,1.447180,0.755161,0.428631,0.293356,0.079760
18.788639,4.192514,1.793135,0.581732,0.453381,0.369707
17.200686,1.750086,0.691101,0.384846,0.275518,0.143867
16.095446,1.820599,0.862530,0.382118,0.309843,0.065188
20.336035,1.400818,1.211657,0.899481,0.431482,0.675155
17.635012,1.646837,1.133390,0.458359,0.280602,0.182090
19.627117,0.425098,1.859539,0.843683,0.516716,0.485234
20.773037,1.870462,2.269552,1.019974,0.465817,0.551516
20.626900,0.572805,0.821129,0.813953,0.361591,0.639404
17.244085,1.911922,1.137991,0.459822,0.366434,0.174666
19.792595,1.148037,1.598898,0.781670,0.497324,0.466933
20.025757,5.363266,1.469431,0.833988,0.057890,0.690081
20.525053,0.777002,1.889818,1.284065,0.301523,0.653192
16.737265,1.195467,0.515469,0.346331,0.187599,0.068077
16.300474,1.274612,0.577299,0.366360,0.213453,0.061358
20.054026,2.586121,1.460720,0.740814,0.271198,0.436736
16.126459,1.724544,0.899971,0.467004,0.360086,0.093249
16.839306,1.238997,0.639122,0.376246,0.303402,0.091896
20.349346,-0.109810,1.726111,0.878944,0.263451,0.502845
17.070099,1.691013,0.812468,0.399477,0.287756,0.078863
20.755384,3.216227,1.601736,1.035519,0.569372,0.495498
20.334871,3.979303,1.899197,0.823116,0.252718,0.456161
20.969238,2.884806,1.550667,1.091471,0.431414,0.650919
16.022715,1.370359,0.649921,0.353447,0.252587,0.069292
20.540842,-0.085480,1.666548,0.985085,0.266054,0.639334
20.582985,2.424843,1.737200,1.017843,0.175819,0.480064
20.787060,1.754436,2.496880,1.131245,0.662453,0.605223
20.704140,2.299292,1.517054,1.097651,0.321432,0.563470
19.513853,1.702810,1.003792,0.435869,0.273479,0.130262
17.440880,1.309854,0.657433,0.392420,0.254972,0.105925
19.054247,3.889200,1.774103,0.560633,0.327150,0.355725
