mag_r,u-g,g-r,r-i,i-z,z_spec
17.633486,2.128771,1.243582,0.482862,0.333435,0.187268
17.941851,2.010860,1.329895,0.521271,0.377947,0.208742
19.294924,1.385412,1.679590,0.716671,0.417330,0.421266
19.538023,1.276077,1.565435,0.746508,0.349230,0.433879
19.462460,1.350267,1.692518,0.712124,0.345911,0.412010
18.273291,1.756611,1.477934,0.594921,0.338215,0.243977
18.747458,1.843998,1.587347,0.629604,0.348825,0.272939
19.284216,1.562941,1.735613,0.647594,0.356394,0.340449
18.829357,1.356457,1.685133,0.576622,0.347893,0.362937
19.372869,1.331285,1.623230,0.795183,0.389950,0.497121
17.545141,2.154852,1.308424,0.502506,0.343868,0.213815
17.464361,1.762804,1.306120,0.489082,0.343115,0.201415
20.058008,1.718504,1.559177,0.757172,0.279440,0.441920
17.700785,2.081860,1.419209,0.507364,0.365824,0.230520
19.211729,1.076296,1.773014,0.668432,0.388208,0.383413
18.516953,1.617407,1.580837,0.545326,0.373028,0.319184
18.898933,2.157467,1.659638,0.587967,0.343561,0.325970
18.178011,1.538904,1.629820,0.485752,0.388592,0.265603
19.284899,1.463837,1.750246,0.642292,0.389202,0.385907
20.710157,1.971439,1.669401,0.622381,0.499937,0.421244
17.797306,1.895912,1.389687,0.529905,0.365656,0.217753
18.537464,1.669064,1.668531,0.598835,0.290522,0.327514
20.273939,1.449652,1.827311,0.787130,0.446077,0.481326
18.424295,1.834223,1.528317,0.616032,0.444950,0.274705
18.508640,1.752226,1.548763,0.590734,0.376101,0.310251
18.443394,1.965961,1.730240,0.641134,0.369305,0.347347
18.860117,1.308315,1.621931,0.723671,0.472610,0.263321
19.695148,1.182972,1.314880,0.768066,0.401777,0.507672
19.210035,1.733429,1.748360,0.622314,0.331882,0.361504
18.989054,1.972399,1.929628,0.614567,0.410488,0.386218
19.142672,1.787584,1.466988,0.515621,0.310677,0.313087
18.125950,2.157844,1.467579,0.543522,0.412191,0.255869
17.935261,2.047195,1.521652,0.582230,0.339497,0.293091
18.062426,1.881163,1.491148,0.504866,0.392736,0.244471
17.087090,2.005215,1.258270,0.474426,0.334606,0.192255
18.244196,1.831903,1.533367,0.578732,0.344931,0.306762
18.229357,1.687565,1.502314,0.566246,0.292461,0.278989
18.684399,1.664867,1.626181,0.594215,0.321060,0.310910
20.022732,1.085657,1.320026,0.795443,0.344711,0.449065
17.421385,1.714945,1.251110,0.503569,0.317593,0.222497
18.661612,1.782984,1.582604,0.580461,0.312996,0.300557
18.697433,2.179644,1.719526,0.615086,0.360270,0.350388
18.581295,1.623466,1.328680,0.522684,0.282364,0.232570
18.982428,1.590006,1.813417,0.600630,0.361677,0.336662
19.055908,1.553545,1.792595,0.559408,0.308908,0.361441
18.811705,2.165590,1.598328,0.582535,0.344633,0.288936
17.534540,2.163031,1.340765,0.497431,0.316175,0.216121
18.783895,1.549955,1.655378,0.613708,0.368841,0.330014
18.941952,1.847944,1.908834,0.613087,0.345339,0.365629
20.287039,1.034182,1.445963,0.752417,0.413658,0.475967
19.242191,1.509386,1.715424,0.683081,0.349096,0.374020
17.560692,2.093609,1.250252,0.484243,0.330008,0.180831
19.326347,1.445793,1.750156,0.651514,0.321117,0.369495
18.871414,1.229032,1.378567,0.637533,0.381084,0.385035
17.598736,1.774410,1.242373,0.529667,0.362997,0.182603
17.527065,1.966604,1.343809,0.478928,0.333342,0.199173
19.044058,1.272554,1.677172,0.619928,0.341190,0.368691
18.422054,1.667648,1.569752,0.584305,0.412832,0.316133
20.061092,1.026730,1.800737,0.797575,0.368654,0.457364
18.379599,1.162642,1.730631,0.575090,0.335350,0.295384
18.302263,1.356701,1.543375,0.541897,0.401077,0.294042
20.255657,1.482683,1.257540,0.718744,0.368237,0.543024
20.183208,1.292683,1.855921,0.790794,0.337193,0.439459
18.436598,2.096489,1.579073,0.600639,0.319609,0.287391
17.728441,1.986095,1.361940,0.524412,0.377642,0.216869
18.557920,1.934158,1.797636,0.580379,0.303267,0.336784
17.007044,1.970579,1.203226,0.537491,0.378624,0.167990
18.732838,2.006845,1.780359,0.524418,0.327459,0.354192
17.639671,1.724672,1.375750,0.480364,0.329418,0.217667
18.021999,1.431467,1.605965,0.507158,0.479279,0.286163
18.383255,2.026798,1.565313,0.558697,0.338015,0.319201
18.305832,1.468247,1.628349,0.564835,0.294048,0.331122
20.152269,2.131079,1.292828,0.777506,0.397854,0.521346
17.594187,1.933746,1.467472,0.548958,0.324358,0.247788
19.012110,1.661741,1.712988,0.612461,0.298279,0.333383
17.437069,2.172981,1.278889,0.498522,0.357655,0.198335
20.068281,1.337402,1.450316,0.752617,0.405592,0.472057
17.524412,1.938904,1.354979,0.528528,0.348194,0.223431
19.287056,1.674160,1.844158,0.637167,0.311846,0.374804
19.494804,1.533875,1.810911,0.780022,0.365789,0.455099
19.601151,1.529707,1.785988,0.666449,0.479010,0.419297
18.486044,1.614393,1.722477,0.602774,0.385807,0.386296
20.554970,1.122263,1.381700,0.792318,0.334103,0.520673
18.819473,1.677153,1.657040,0.557796,0.331621,0.319037
18.887022,1.367613,1.878252,0.625231,0.425442,0.376914
17.555180,1.965921,1.336222,0.465422,0.340546,0.204207
18.712803,1.930370,1.859028,0.667065,0.331921,0.378150
18.401043,2.042801,1.491112,0.574385,0.405247,0.229697
18.504486,1.725182,1.731817,0.601997,0.360128,0.355802
18.607847,1.624771,1.672792,0.560415,0.459951,0.338822
18.185936,2.001820,1.574745,0.593281,0.390860,0.260685
17.788424,2.020983,1.417744,0.494087,0.363171,0.216083
19.392054,1.739473,1.777044,0.767056,0.218132,0.413123
17.525440,1.773512,1.312118,0.464209,0.262379,0.244403
19.397348,1.416365,1.848186,0.618975,0.276821,0.374984
19.255432,1.796490,1.694139,0.655190,0.339592,0.397775
18.248096,1.994572,1.457035,0.552334,0.369753,0.276081
17.556143,2.040611,1.461883,0.536684,0.355446,0.280780
19.351690,1.803192,1.783726,0.649981,0.444962,0.394867
18.934238,1.898634,1.696291,0.573219,0.293501,0.385275
19.749176,2.147961,1.697851,0.769035,0.488737,0.462233
17.435671,1.777893,1.500242,0.546841,0.372004,0.278252
20.687073,1.806276,1.730406,0.755711,0.470695,0.460674
18.397366,1.853315,1.515606,0.607409,0.374645,0.317322
18.034632,1.842930,1.487417,0.525652,0.356895,0.268798
17.374357,2.175627,1.297422,0.511337,0.336811,0.210105
18.757660,1.843962,1.702337,0.618416,0.352392,0.377904
17.368809,2.029501,1.347074,0.470663,0.348509,0.198001
19.264034,1.445459,1.774210,0.782776,0.356251,0.441854
19.070732,1.104284,1.759010,0.796181,0.458969,0.447997
18.097488,1.749882,1.461925,0.493464,0.328665,0.269794
17.816702,1.760776,1.237658,0.529833,0.288307,0.228328
18.093990,1.862804,1.478151,0.559639,0.330904,0.270308
17.828268,1.972929,1.402729,0.649870,0.200361,0.240127
18.408129,1.965164,1.615469,0.641012,0.461617,0.263781
18.338339,1.831932,1.423586,0.614735,0.417540,0.271426
18.845083,1.924231,1.750376,0.632881,0.443121,0.379448
18.059889,1.798714,1.473412,0.524490,0.291262,0.231867
20.064106,1.788151,1.712395,0.784998,0.432415,0.460989
17.358736,1.936440,1.207840,0.470053,0.371798,0.166990
19.317278,1.505199,1.736954,0.556456,0.302063,0.357516
18.921780,1.760237,1.741594,0.557585,0.344057,0.346215
17.989065,1.591057,1.561106,0.539379,0.349312,0.271508
18.258808,1.580919,1.470898,0.515625,0.308739,0.244042
17.961843,2.099840,1.566464,0.560554,0.372623,0.281311
18.822123,1.202921,1.796139,0.558958,0.395380,0.350729
17.222483,1.810753,1.221777,0.521891,0.383242,0.161183
18.963703,1.798580,1.611652,0.715984,0.291574,0.373977
19.042206,1.704252,1.728712,0.630596,0.444981,0.384977
18.356056,1.221020,1.690907,0.580156,0.338989,0.337170
18.130611,1.835167,1.520905,0.514410,0.352497,0.239382
18.609417,1.866796,1.605698,0.615589,0.363815,0.333191
18.289053,2.176058,1.480961,0.587151,0.331791,0.272193
20.215170,2.100016,1.417131,0.758587,0.378649,0.469799
18.162703,1.493786,1.440016,0.542448,0.448891,0.293969
19.141550,1.504456,1.757118,0.651457,0.403822,0.374406
17.788242,2.174801,1.339581,0.520536,0.339205,0.252502
18.252474,1.654253,1.393124,0.565462,0.282459,0.221329
20.325666,1.896284,1.633997,0.696384,0.324024,0.448851
17.199232,1.698986,1.462565,0.505331,0.334316,0.241771
16.535748,1.902811,1.206673,0.463535,0.378591,0.163279
20.117538,1.978533,1.704086,0.777950,0.455446,0.361990
19.139830,1.195217,1.801561,0.624741,0.364523,0.399393
16.791878,2.172462,1.233164,0.487297,0.355422,0.177131
20.460989,2.022137,1.441061,0.757404,0.239218,0.327062
18.953348,1.984119,1.865999,0.770208,0.455315,0.442357
17.724241,1.944075,1.320000,0.520493,0.323194,0.207459
19.973812,1.433903,1.689932,0.770086,0.372770,0.538026
17.463312,2.020964,1.474838,0.533302,0.396261,0.261447
18.074039,1.652971,1.428528,0.533403,0.379160,0.263990
17.834257,2.070633,1.505247,0.568489,0.243954,0.278303
18.088566,1.861897,1.512505,0.564980,0.459902,0.256069
17.843828,1.855181,1.343758,0.513453,0.318245,0.246197
19.080454,1.183865,1.751019,0.589275,0.408003,0.361883
19.137369,2.111170,1.764555,0.563492,0.438494,0.329298
18.824106,1.387997,1.563116,0.608456,0.402170,0.248412
