mag_r,u-g,g-r,r-i,i-z,z_spec
18.469967,1.796991,1.543669,0.563749,0.354427,0.289270
18.143724,1.980658,1.469351,0.552408,0.358620,0.277956
17.535814,1.914385,1.452265,0.504692,0.349012,0.261408
17.396206,2.015781,1.313358,0.477444,0.340462,0.212863
19.386404,1.189163,1.800732,0.694027,0.484419,0.433615
20.131218,1.846289,1.564299,0.772266,0.449543,0.498776
18.256659,1.194876,1.666954,0.570513,0.378111,0.311545
18.834656,1.245962,1.665762,0.617863,0.366991,0.341780
19.951818,1.356260,1.818604,0.609430,0.468426,0.417636
18.347998,1.548369,1.733442,0.569477,0.295782,0.336553
17.713303,2.048649,1.286825,0.498779,0.372496,0.206420
18.850971,1.560515,1.814404,0.653694,0.442516,0.393272
18.729258,1.918684,1.719269,0.597637,0.436577,0.373808
19.131430,1.917427,1.391300,0.472399,0.324701,0.285430
19.594648,1.324646,1.755846,0.706207,0.466299,0.448270
18.540312,1.237764,1.601660,0.663248,0.477573,0.332537
18.838043,2.011459,1.601088,0.588005,0.318727,0.311177
19.266169,1.924068,1.673657,0.644869,0.289295,0.408785
19.159996,1.967791,1.712881,0.616489,0.435028,0.370093
18.184855,1.665771,1.412418,0.548544,0.346054,0.222491
19.126680,2.063583,1.754023,0.586390,0.423721,0.339040
17.727894,1.878584,1.218439,0.447746,0.302015,0.202710
19.721073,1.544920,1.225031,0.746393,0.290213,0.403377
19.518221,1.395607,1.888134,0.618839,0.277185,0.346137
19.557318,1.571661,1.810619,0.711615,0.413124,0.421778
19.589453,1.942743,1.835157,0.743193,0.428007,0.454150
18.364342,1.699232,1.464956,0.613340,0.310297,0.284098
19.115181,1.872602,1.840689,0.685726,0.364187,0.391583
17.747229,1.914194,1.555983,0.557487,0.305094,0.274520
16.449335,2.136644,1.251169,0.511486,0.322592,0.173421
19.778183,2.084284,1.651150,0.757168,0.380587,0.435125
18.808826,1.464970,1.490831,0.517380,0.280088,0.282396
19.262289,1.697504,1.377247,0.547522,0.349880,0.230066
18.667328,1.376415,1.803705,0.593794,0.350527,0.361639
18.925169,1.067987,1.807053,0.657299,0.369106,0.415610
17.891367,1.298479,1.430761,0.525787,0.362556,0.274120
18.207003,1.947357,1.395672,0.590988,0.402637,0.236122
18.443125,2.127930,1.438997,0.624994,0.326859,0.292108
18.547991,1.618210,1.512297,0.561304,0.349283,0.286642
19.836004,1.669451,1.406237,0.729389,0.219494,0.390534
18.937431,1.307447,1.636459,0.598894,0.359079,0.316718
17.439173,1.898129,1.234722,0.478457,0.363520,0.163620
18.784443,1.142914,1.899672,0.519243,0.408154,0.369263
19.185953,1.648090,1.701536,0.676426,0.364580,0.382486
19.214203,1.381918,1.959974,0.626364,0.377686,0.359862
18.925451,1.603212,1.655808,0.576971,0.373066,0.306730
18.108299,1.662596,1.203781,0.426689,0.370201,0.188524
19.627245,2.169287,1.657480,0.652578,0.390030,0.418502
16.835855,2.085127,1.264368,0.487474,0.305645,0.209568
18.957411,1.916529,1.774550,0.604946,0.432625,0.371392
18.993935,1.839365,1.648991,0.689611,0.341812,0.464891
18.423368,2.001490,1.527813,0.558189,0.387806,0.260010
18.455059,1.785858,1.486773,0.577435,0.413597,0.286983
20.367376,1.620020,1.241436,0.757374,0.281271,0.501864
19.368387,1.779129,1.278954,0.717005,0.384106,0.216968
17.424883,1.746494,1.556316,0.592216,0.345825,0.281878
19.433973,1.168089,1.771977,0.687712,0.354469,0.423815
17.411961,1.879374,1.473229,0.473711,0.306889,0.239753
19.145142,1.458128,1.826649,0.581127,0.414875,0.373013
18.768827,1.764315,1.768053,0.613974,0.404427,0.342243
18.533911,2.122877,1.576527,0.584509,0.375292,0.298099
18.970253,2.051727,1.899067,0.622482,0.454838,0.359368
18.584875,2.074354,1.714434,0.633703,0.380562,0.315676
18.884052,1.287411,1.633749,0.610838,0.427700,0.349170
17.688765,2.098015,1.219906,0.505899,0.337259,0.182685
18.775475,1.963451,1.783991,0.555870,0.390070,0.332429
18.830238,1.718561,1.696926,0.600468,0.351324,0.320404
19.276388,1.352865,1.351547,0.467409,0.372677,0.419433
18.908564,1.826963,1.623793,0.682390,0.447842,0.321911
17.354088,1.414022,1.209278,0.536287,0.303209,0.225005
17.557108,1.944660,1.506130,0.527920,0.356934,0.241305
19.103848,1.705374,1.803003,0.714806,0.344366,0.442694
18.698093,1.609142,1.727138,0.562967,0.400871,0.313065
17.604624,2.048471,1.304709,0.480560,0.349882,0.193601
18.837929,2.040873,1.721785,0.722513,0.461798,0.436484
18.373674,1.671131,1.575600,0.554350,0.238939,0.290992
19.130482,1.587442,1.752336,0.764036,0.410803,0.465965
17.425741,1.949989,1.249794,0.509274,0.361820,0.185863
19.492439,1.830664,1.711031,0.670221,0.428257,0.422105
19.256187,1.791061,1.531969,0.720247,0.429417,0.383607
17.681612,1.788590,1.515289,0.514957,0.412157,0.264064
17.485968,1.729126,1.429422,0.547903,0.357042,0.214735
18.055218,2.173964,1.446789,0.529173,0.352278,0.228682
18.078463,1.829722,1.662661,0.587753,0.345562,0.303684
17.276119,1.747925,1.233557,0.553312,0.371807,0.203048
18.391588,1.735935,1.501978,0.576557,0.326790,0.263978
18.393450,2.084328,1.465256,0.569386,0.437309,0.270276
18.863754,1.964481,1.573263,0.627096,0.279003,0.301310
20.482008,1.030659,1.640736,0.587593,0.431818,0.385153
17.625639,1.647930,1.261663,0.484150,0.316380,0.222014
19.499893,1.829740,1.747034,0.686825,0.434744,0.410410
19.407753,1.526720,1.783562,0.699385,0.462948,0.399938
19.450277,1.823805,1.938724,0.680702,0.402441,0.431568
18.473700,1.402359,1.557102,0.698244,0.284513,0.456526
18.738358,1.796042,1.699793,0.572355,0.448515,0.301854
17.644751,1.929077,1.447880,0.561911,0.392410,0.266759
18.010174,2.127480,1.367559,0.551270,0.354776,0.258372
18.090870,1.549606,1.704437,0.583719,0.357306,0.338698
18.318455,2.058006,1.263298,0.494133,0.350428,0.221650
19.335100,1.546789,1.674994,0.675478,0.482651,0.443617
17.021515,2.044313,1.218193,0.474089,0.312916,0.184739
19.084396,1.873226,1.766964,0.623421,0.371508,0.366034
18.638550,1.869360,1.807957,0.563398,0.385927,0.332882
19.082584,1.542467,1.778713,0.630342,0.330273,0.353436
17.393568,1.873869,1.265774,0.441914,0.345694,0.185055
17.660784,1.418272,1.380426,0.507563,0.338446,0.228433
19.136311,1.571890,1.719391,0.626553,0.395844,0.376406
17.906500,2.150944,1.264246,0.562206,0.381159,0.197308
17.047585,1.967682,1.298454,0.504391,0.362671,0.206989
18.881210,1.558632,1.773273,0.597874,0.405794,0.351563
17.627176,1.928118,1.328188,0.577610,0.481529,0.186026
17.202841,1.886900,1.293825,0.514023,0.342684,0.187032
18.385145,1.466816,1.847651,0.655979,0.378962,0.353877
17.544659,1.662773,1.272209,0.563168,0.407631,0.227299
18.843597,1.782759,1.589205,0.682787,0.432787,0.412498
20.043451,1.308577,1.586937,0.799915,0.447403,0.463363
17.757029,1.685377,1.309452,0.527403,0.388426,0.197140
17.769972,2.004475,1.458300,0.583496,0.380587,0.254941
18.042255,2.121269,1.376144,0.544203,0.351959,0.251294
19.200382,1.587933,1.705938,0.701757,0.395946,0.405868
18.868805,1.878025,1.754080,0.690025,0.378710,0.390871
17.119616,2.081291,1.279274,0.498562,0.332582,0.195461
17.980515,1.929750,1.671848,0.568869,0.315893,0.317920
18.779663,1.979526,1.563644,0.625357,0.398430,0.280073
17.719801,2.102451,1.373096,0.532660,0.395359,0.227143
18.372114,1.343269,1.568275,0.613356,0.473373,0.323110
17.787174,2.139658,1.337254,0.472597,0.331875,0.228042
17.753998,1.794472,1.446945,0.522373,0.343756,0.237811
17.155865,1.875734,1.219898,0.474308,0.311777,0.175430
19.017769,1.774790,1.718039,0.618719,0.418922,0.378580
19.170641,1.073749,1.787024,0.581341,0.318649,0.345751
17.605574,1.526066,1.412409,0.499163,0.382439,0.219058
19.023920,1.625183,1.637676,0.718586,0.476185,0.443925
17.194073,1.763983,1.204321,0.516201,0.332657,0.210922
20.051146,1.050898,1.658453,0.787191,0.333982,0.499157
18.930780,1.163588,1.664667,0.714329,0.400106,0.437188
19.986773,1.620993,1.454201,0.797855,0.467619,0.512658
18.344910,1.412811,1.632834,0.496124,0.250650,0.259090
19.333065,1.801119,1.857977,0.633009,0.391138,0.355487
19.801739,2.085077,1.611422,0.753483,0.464561,0.443963
19.346552,1.047176,1.671654,0.701506,0.280848,0.396326
18.773079,1.530310,1.521994,0.620125,0.415619,0.304009
17.879484,1.652349,1.362877,0.518148,0.345587,0.234310
19.057859,1.265089,1.780794,0.636356,0.394878,0.354905
18.351007,1.736137,1.526455,0.561575,0.319185,0.290641
18.122900,1.430012,1.499130,0.548780,0.386324,0.265615
18.467728,1.803085,1.554426,0.578754,0.344559,0.293160
20.167414,1.370083,1.209005,0.723068,0.436489,0.188187
19.296000,1.782280,1.757715,0.609598,0.233572,0.351261
18.356045,1.591375,1.470194,0.541759,0.351202,0.257163
17.552477,1.861256,1.263020,0.513138,0.363590,0.210003
19.574465,1.347458,1.720232,0.697056,0.454504,0.432140
18.345009,2.147520,1.589178,0.627766,0.314241,0.278050
18.725857,2.045750,1.299925,0.493248,0.265001,0.221902
17.819052,1.619364,1.468264,0.536858,0.369667,0.249435
19.996006,1.571489,1.582447,0.779495,0.473049,0.465479
18.230722,2.165123,1.502754,0.566011,0.346287,0.284850
17.580503,1.687668,1.295242,0.496927,0.283817,0.222752
17.755884,1.855837,1.372944,0.479609,0.315363,0.218301
19.127996,1.549784,1.912201,0.699638,0.346491,0.422907
17.649614,2.130905,1.421965,0.610744,0.444063,0.216743
19.534014,1.935499,1.689598,0.719444,0.352638,0.420750
18.753958,1.678638,1.635612,0.634193,0.459845,0.251213
18.623383,1.623367,1.657568,0.562588,0.349737,0.305102
18.718981,2.070932,1.665152,0.678190,0.396046,0.403933
17.235344,1.874678,1.253820,0.486172,0.371086,0.188704
20.293837,1.967165,1.769974,0.797827,0.312424,0.445597
18.963909,1.868353,1.608769,0.650799,0.265316,0.326963
18.602770,1.595228,1.653486,0.521780,0.368206,0.299729
17.698154,1.965929,1.316688,0.555504,0.379847,0.193561
17.327728,1.877209,1.287193,0.483221,0.330107,0.201881
20.233585,1.333771,1.583206,0.790123,0.268240,0.488147
18.903467,2.022617,1.653019,0.646690,0.434242,0.386292
19.349855,1.886991,1.791292,0.682331,0.347410,0.416554
16.703793,1.841698,1.321211,0.499668,0.331293,0.201816
20.203279,1.553301,1.261640,0.671040,0.401272,0.495550
17.826107,1.948282,1.367813,0.502180,0.325109,0.235560
18.039856,2.170496,1.406986,0.585464,0.377939,0.233493
17.815260,1.697958,1.438938,0.524998,0.310516,0.244488
18.197695,2.027315,1.513138,0.520315,0.418262,0.277102
18.096643,1.676951,1.329180,0.567413,0.371218,0.252242
18.111425,1.818027,1.705074,0.617811,0.345144,0.327886
18.629498,1.839867,1.799347,0.624243,0.480831,0.386015
19.151983,1.914208,1.691855,0.611397,0.309750,0.365405
19.136093,1.818821,1.790472,0.622572,0.370375,0.350399
17.344303,2.005686,1.253878,0.490181,0.302233,0.200705
20.432325,1.782307,1.406384,0.754026,0.379620,0.465586
17.934109,1.846058,1.449507,0.507414,0.254087,0.239703
16.649820,2.036560,1.288406,0.478273,0.350792,0.205571
19.287079,1.357382,1.738905,0.652992,0.275599,0.380982
20.552727,1.722076,1.571915,0.796774,0.499813,0.483409
19.528111,1.353659,1.324953,0.482708,0.393459,0.241515
19.185720,1.975803,1.796803,0.585709,0.444136,0.369243
17.664169,2.114107,1.257072,0.535564,0.352592,0.187547
19.579905,1.909872,1.724215,0.756403,0.358419,0.416248
18.426460,1.459206,1.609714,0.592085,0.353720,0.324745
18.502085,1.636457,1.667894,0.525049,0.319155,0.330947
19.848692,1.188488,1.806337,0.798010,0.415510,0.469618
18.007748,2.023786,1.447201,0.544189,0.334774,0.251874
17.631807,1.826706,1.270834,0.498842,0.351360,0.198520
17.972425,2.088800,1.789484,0.595778,0.356947,0.330127
19.012083,1.313845,1.762554,0.639379,0.397512,0.358973
17.918783,1.578442,1.615774,0.556580,0.338491,0.277308
18.751616,1.239065,1.760704,0.603172,0.433168,0.359965
17.897905,1.780355,1.396133,0.516357,0.340244,0.213552
18.572054,1.194090,1.594149,0.602873,0.282017,0.323419
18.205008,1.754520,1.754906,0.623602,0.329386,0.336603
17.764908,2.121563,1.321493,0.538836,0.355396,0.214901
18.555180,1.610475,1.620592,0.576653,0.281122,0.338395
17.252031,2.087057,1.492931,0.511324,0.342274,0.225402
19.080473,1.768137,1.971804,0.643368,0.321367,0.380804
18.432981,1.447113,1.497902,0.568563,0.383949,0.263610
19.219210,1.734596,1.724737,0.772350,0.384502,0.415290
17.799318,1.855276,1.428722,0.550255,0.328508,0.245158
19.881596,1.463820,1.369457,0.778830,0.370234,0.434670
18.441961,1.109764,1.467526,0.573187,0.401976,0.355505
17.047796,1.842474,1.246355,0.467382,0.330729,0.197326
20.195480,1.434496,1.312878,0.738113,0.445036,0.480778
19.120173,2.026274,1.753542,0.653694,0.375521,0.368936
18.390612,1.536499,1.421545,0.540239,0.381054,0.266593
16.454048,2.150354,1.207825,0.440432,0.369399,0.170485
17.592848,2.045668,1.388086,0.514994,0.334854,0.210855
17.529404,1.611580,1.281441,0.540480,0.319664,0.223398
18.266479,1.842741,1.715658,0.579958,0.393173,0.339283
18.379101,2.146576,1.886122,0.625580,0.330109,0.378301
17.604544,2.139551,1.358124,0.568563,0.349501,0.202005
19.419640,1.715906,1.690317,0.660776,0.431702,0.404328
18.111433,1.963692,1.600130,0.563948,0.448933,0.307799
18.423393,2.028112,1.551430,0.534002,0.344154,0.281965
19.358585,1.843164,1.695444,0.652773,0.368322,0.346771
19.650137,1.355814,1.563360,0.767597,0.312971,0.430740
17.397102,2.007908,1.212086,0.469023,0.343184,0.176618
17.612446,1.831873,1.336805,0.507603,0.374180,0.215028
19.026287,1.911394,1.771864,0.608562,0.393799,0.337099
18.640278,1.902386,1.791945,0.547213,0.334005,0.336157
18.591354,1.878782,1.607456,0.539680,0.369465,0.285734
18.271835,1.919701,1.531959,0.550312,0.355663,0.259495
18.042126,1.953440,1.386522,0.518480,0.377296,0.237534
18.701420,1.890423,1.781288,0.588371,0.404015,0.360402
18.892824,1.359104,1.691091,0.676455,0.357321,0.411159
20.423597,1.167694,1.616980,0.790918,0.410353,0.472599
19.805458,2.114025,1.738751,0.780705,0.229292,0.467189
18.505507,1.773502,1.708849,0.593214,0.332516,0.327489
20.148649,1.330589,1.472099,0.738974,0.303024,0.409849
18.723221,1.947157,1.714127,0.571604,0.366997,0.333810
17.552698,1.657673,1.249872,0.478413,0.378059,0.205857
18.366707,1.517431,1.803659,0.628014,0.464493,0.382870
19.279696,1.405209,1.702932,0.537401,0.355827,0.324580
19.295832,1.599249,1.728762,0.637197,0.477041,0.381547
19.812737,1.185123,1.543453,0.776438,0.258574,0.447269
17.215246,2.169563,1.370352,0.509754,0.382042,0.221286
19.851883,1.479240,1.689718,0.799648,0.286486,0.464230
19.546261,1.373608,1.275795,0.774033,0.430374,0.255300
19.516001,1.607412,1.951029,0.718176,0.387300,0.408577
18.407009,1.695732,1.717329,0.638437,0.453094,0.380843
19.341324,1.646595,1.876041,0.625309,0.378326,0.380931
17.613529,2.006294,1.238457,0.482115,0.264101,0.200352
18.572046,1.643152,1.624167,0.594643,0.406055,0.301810
17.984373,1.942076,1.761534,0.551735,0.341925,0.319886
20.083612,1.368654,1.499048,0.776806,0.475843,0.503780
18.214125,1.925940,1.640842,0.550566,0.362097,0.310232
19.279469,1.963312,1.704357,0.663076,0.438534,0.321628
18.493078,1.785608,1.795683,0.588619,0.425697,0.381841
19.276403,2.064526,1.861711,0.557018,0.450899,0.352458
19.444626,1.759363,1.726997,0.664310,0.443203,0.293779
19.396584,1.839155,1.750709,0.693296,0.425144,0.413474
20.061543,1.971540,1.754303,0.799294,0.460127,0.431592
18.725525,1.690304,1.607981,0.586838,0.313084,0.335462
16.915970,1.621019,1.585539,0.578199,0.368698,0.293971
17.756500,1.528311,1.337130,0.490162,0.308762,0.265591
18.713844,1.645336,1.574635,0.587698,0.344280,0.320497
19.376493,1.800730,1.715345,0.676571,0.409740,0.425248
17.811602,1.954922,1.407932,0.501101,0.393393,0.252084
19.427525,1.284433,1.914457,0.591715,0.331539,0.354712
18.823013,1.943827,1.655828,0.591845,0.407272,0.338840
19.316647,1.394785,1.395138,0.606237,0.485201,0.312054
18.141460,1.630415,1.749739,0.585777,0.425158,0.368058
18.728176,1.353827,1.706471,0.581306,0.401823,0.374847
18.273647,1.425661,1.490587,0.548553,0.414164,0.290965
17.798010,1.954319,1.370577,0.502230,0.323797,0.218178
17.682575,1.571402,1.475037,0.543274,0.350826,0.256113
20.485680,1.365093,1.628725,0.759674,0.254995,0.488293
18.028730,1.577091,1.454603,0.522980,0.413132,0.276016
18.758495,1.580206,1.588924,0.585714,0.384054,0.300082
18.165691,1.591721,1.476992,0.565392,0.344250,0.233831
19.305099,1.432818,1.771458,0.659443,0.372381,0.411787
19.141607,2.111761,1.804077,0.618017,0.464783,0.367095
18.463459,1.312941,1.569597,0.558422,0.390789,0.301588
18.998474,1.526365,1.786625,0.611515,0.398169,0.367546
18.604963,2.061018,1.580936,0.585741,0.336891,0.293769
18.137249,1.624731,1.443165,0.519663,0.342295,0.236850
18.018795,2.071236,1.343456,0.540094,0.341406,0.232812
18.374187,1.512575,1.601797,0.584545,0.395140,0.295724
19.043316,1.248260,1.796217,0.719418,0.361464,0.407113
18.746304,1.339914,1.688252,0.577364,0.430468,0.319894
20.026749,1.414869,1.584486,0.798855,0.381084,0.483277
18.383116,1.781340,1.545212,0.584181,0.283716,0.345666
18.392885,1.944595,1.515543,0.589859,0.397501,0.234342
17.480122,1.891067,1.375925,0.496601,0.357269,0.216751
20.380423,1.892132,1.365965,0.746374,0.323233,0.524524
20.277859,1.835358,1.454647,0.766092,0.340927,0.502638
18.465075,1.450024,1.588440,0.603302,0.383730,0.291893
20.455996,2.039335,1.619905,0.767401,0.470192,0.500112
18.485563,1.932936,1.781746,0.594189,0.375198,0.329844
19.213085,1.294186,1.625706,0.701559,0.445593,0.422293
