mag_r,u-g,g-r,r-i,i-z,z_spec
17.343311,1.949018,1.316936,0.529045,0.348106,0.213643
17.666962,1.821896,1.238245,0.470669,0.324484,0.195978
18.595398,2.090353,1.619345,0.524977,0.313417,0.315280
17.211605,2.051848,1.254444,0.463467,0.310692,0.199649
19.156342,1.887619,1.658915,0.671835,0.353733,0.417692
19.305231,1.706577,1.850326,0.777237,0.402851,0.397584
20.133896,1.627596,1.754913,0.785635,0.336195,0.474915
18.829876,1.823755,1.658194,0.553135,0.445271,0.297245
17.018963,1.949289,1.253264,0.478394,0.365183,0.175401
19.822239,1.062178,1.279020,0.793322,0.321857,0.493083
18.553267,1.436975,1.478594,0.583956,0.351929,0.234998
19.847900,1.156410,1.253597,0.490034,0.270590,0.356422
17.582228,2.102642,1.352202,0.542746,0.320864,0.215327
19.767143,1.563805,1.508795,0.792692,0.325949,0.456739
20.310270,1.186434,1.583368,0.798399,0.334875,0.444695
18.060547,1.944708,1.736494,0.555052,0.418695,0.320617
19.653458,1.096006,1.335506,0.479979,0.329706,0.343285
18.667957,1.729950,1.627573,0.571350,0.338755,0.336931
17.867313,2.197748,1.437227,0.596817,0.417078,0.218876
19.885822,1.661490,1.753691,0.787697,0.410271,0.422044
17.768122,1.817469,1.301973,0.506445,0.313837,0.186681
18.234945,2.169601,1.562614,0.551306,0.367188,0.297302
18.458054,2.178959,1.693003,0.569757,0.310200,0.331883
19.038761,1.053270,1.873169,0.620468,0.302059,0.356998
20.009287,2.120554,1.501556,0.738176,0.327797,0.462430
17.220680,1.812937,1.226990,0.469492,0.338150,0.181777
19.316481,1.927456,1.679642,0.684174,0.319609,0.396439
19.190224,2.188580,1.904985,0.684526,0.370783,0.357387
19.574467,1.147785,1.345339,0.727531,0.391848,0.480132
20.299646,1.107170,1.595881,0.790670,0.327240,0.517953
18.853886,1.254885,1.706701,0.592932,0.355507,0.346812
20.201868,1.897482,1.647411,0.786888,0.333630,0.469446
18.696920,2.062862,1.481958,0.622557,0.369715,0.286037
17.745243,2.050713,1.466351,0.504055,0.385538,0.240825
20.163610,1.371757,1.436798,0.742149,0.429655,0.474259
20.304153,1.853302,1.583443,0.752254,0.410826,0.398366
18.218300,2.063183,1.442026,0.543896,0.343754,0.246580
16.957287,2.120720,1.399571,0.511305,0.302053,0.227133
17.522940,1.806108,1.256790,0.569313,0.415960,0.181796
17.556520,1.573561,1.207592,0.546379,0.384274,0.182614
20.155903,1.743889,1.592413,0.782974,0.279114,0.426983
17.154167,1.664299,1.550903,0.552412,0.347450,0.253252
18.558746,1.870924,1.537886,0.564499,0.390652,0.278755
19.067959,1.958145,1.704536,0.586969,0.326212,0.323269
17.397650,1.928940,1.229103,0.452404,0.346182,0.175117
20.310829,1.615345,1.668778,0.761087,0.287264,0.442151
18.452286,1.236254,1.504282,0.595747,0.391022,0.307995
18.957445,1.606438,1.843418,0.633047,0.420084,0.362455
17.703083,1.967504,1.259991,0.467453,0.364637,0.197651
18.581949,1.409618,1.682430,0.654211,0.374590,0.365821
19.067106,1.664188,1.716698,0.586987,0.461975,0.372191
17.635342,2.050899,1.231106,0.490412,0.304945,0.194251
17.657228,2.149824,1.286856,0.534721,0.308062,0.227643
17.741343,1.768818,1.380123,0.515812,0.370161,0.250498
20.244467,1.514599,1.476709,0.787716,0.397076,0.417519
17.366903,2.169125,1.215067,0.484253,0.410769,0.177128
18.206089,1.977396,1.549452,0.605120,0.317741,0.324047
17.673653,1.972612,1.311815,0.527660,0.298595,0.216107
19.494658,2.153240,1.717564,0.797087,0.348333,0.439389
18.681475,1.880478,1.627300,0.586733,0.257172,0.359333
18.320181,1.718981,1.515028,0.593670,0.301416,0.229672
19.030252,2.158106,1.517673,0.576586,0.377636,0.307070
17.606987,2.149780,1.420977,0.497677,0.385706,0.226332
17.369642,2.006443,1.416811,0.475510,0.338989,0.207851
16.859972,1.971371,1.305843,0.486763,0.323158,0.204080
20.266531,1.308117,1.416723,0.756500,0.337385,0.464668
17.414310,2.144140,1.211994,0.485477,0.363024,0.182484
18.594391,2.154869,1.575756,0.589094,0.345989,0.311475
18.314432,2.120174,1.504946,0.596874,0.298981,0.302595
17.365269,2.183062,1.432232,0.511818,0.349648,0.213944
17.910950,1.626764,1.321869,0.542717,0.315708,0.232786
19.390841,1.551792,1.910360,0.618525,0.332756,0.350165
19.035110,1.899273,1.925348,0.762297,0.461586,0.427841
18.362028,1.724396,1.692875,0.660686,0.399643,0.360373
17.476877,1.945217,1.243238,0.482315,0.360550,0.181234
17.718880,1.868212,1.313414,0.480637,0.316839,0.209079
21.185469,1.693550,1.741713,0.748501,0.374704,0.951437
18.175344,1.667746,1.467274,0.500502,0.311743,0.151339
17.497995,2.181259,1.352791,0.515333,0.462608,0.177555
19.471989,2.183605,1.785742,0.717684,0.327343,0.366009
17.713774,1.886467,1.666431,0.646120,0.385349,0.290438
20.399374,1.440350,1.500505,0.787136,0.288637,0.504923
18.899302,1.568167,1.303301,0.566467,0.295168,0.239566
18.056192,2.121019,1.556622,0.538454,0.385195,0.263214
17.710674,1.787249,1.246639,0.456377,0.374636,0.198345
19.328106,1.085562,1.767569,0.681232,0.337793,0.391535
20.331554,1.892223,1.245409,0.750637,0.395039,0.516448
17.639002,1.450529,1.427620,0.503683,0.347021,0.250473
19.086071,1.350656,1.748968,0.614227,0.308966,0.351539
20.652355,1.316421,1.601679,0.714111,0.421364,0.509239
17.736773,1.929283,1.366379,0.540792,0.380989,0.248253
18.103758,1.770077,1.454022,0.523512,0.334965,0.247501
16.238958,2.176105,1.201832,0.482799,0.364089,0.161555
19.730507,1.676897,1.676582,0.662460,0.425507,0.427328
20.102718,1.004293,1.475708,0.743410,0.342377,0.278268
18.250380,1.524660,1.511486,0.573523,0.413742,0.318509
17.717796,1.999634,1.339512,0.486012,0.363670,0.213120
19.324186,2.055601,1.808060,0.587381,0.384708,0.338723
18.255619,1.844379,1.606855,0.636976,0.411032,0.336106
19.380205,1.133411,1.739540,0.683670,0.413153,0.423954
20.761610,1.110748,1.399849,0.792982,0.317215,0.396269
18.531719,1.410378,1.602631,0.546103,0.326456,0.288276
19.676260,1.988670,1.637512,0.761082,0.408466,0.445175
19.445892,1.089281,1.877733,0.626045,0.403627,0.411913
18.413046,2.022778,1.508961,0.571951,0.348562,0.267903
19.472395,1.131243,1.820297,0.693115,0.405672,0.406154
17.684885,1.907799,1.215313,0.493828,0.305374,0.177998
19.084648,2.198898,1.692352,0.609777,0.354404,0.317581
17.279047,1.924910,1.228477,0.492884,0.320639,0.173962
19.069685,1.037352,1.594305,0.775610,0.344042,0.438999
18.476357,1.585922,1.894432,0.690701,0.421648,0.386297
17.988842,2.063314,1.360498,0.483002,0.395596,0.195215
20.313375,1.844589,1.281372,0.759262,0.425531,0.329210
19.935026,1.621376,1.753180,0.691519,0.444859,0.472002
17.730284,2.090385,1.494993,0.512915,0.325096,0.257826
18.634878,1.611111,1.805462,0.625046,0.295200,0.335096
17.499496,1.909363,1.420153,0.524073,0.328329,0.244709
19.831392,1.290125,1.503065,0.791185,0.322311,0.556738
18.408661,1.925453,1.512495,0.553984,0.362190,0.294702
17.829645,1.889973,1.488831,0.555279,0.310064,0.242075
18.582848,1.937071,1.899624,0.695410,0.400635,0.418735
19.025906,1.898453,1.430082,0.509516,0.318844,0.268222
18.241266,1.827084,1.678907,0.562756,0.349260,0.306568
17.630384,1.958050,1.242178,0.486393,0.371531,0.183541
18.919430,2.194601,1.716095,0.599852,0.290304,0.320592
19.988926,1.896389,1.637361,0.775930,0.335974,0.440821
19.101076,2.109617,1.697300,0.600704,0.439548,0.367082
18.439613,1.279747,1.545069,0.608866,0.447805,0.309061
19.536245,1.419107,1.852701,0.627964,0.413513,0.416829
17.776392,1.931637,1.273687,0.511343,0.398855,0.234908
18.306026,1.181795,1.467846,0.562632,0.342566,0.329608
17.982826,1.908310,1.385260,0.525053,0.346249,0.227520
19.266369,1.295534,1.963516,0.662859,0.253433,0.367311
20.478563,2.052454,1.256140,0.768290,0.462313,0.469588
20.137877,1.614920,1.256016,0.500257,0.423571,0.360423
20.278837,1.575981,1.664251,0.774656,0.299181,0.503340
18.634874,1.678732,1.274708,0.716000,0.430403,0.412993
19.365131,1.827494,1.727688,0.665777,0.472078,0.383168
18.563093,1.584810,1.701428,0.583439,0.414627,0.318357
19.323353,1.630959,1.723972,0.653095,0.313841,0.359742
17.856274,1.647465,1.335947,0.521982,0.361456,0.242272
17.366867,1.939749,1.219826,0.473896,0.306772,0.200172
19.937201,1.847279,1.728476,0.783690,0.450907,0.450868
18.554296,1.851641,1.530458,0.585087,0.294664,0.290701
17.699684,2.154274,1.345537,0.539900,0.348780,0.200730
18.626429,1.512085,1.754089,0.649736,0.388941,0.395204
20.287945,1.254213,1.526568,0.750875,0.476244,0.080089
19.341373,1.221479,1.768158,0.666452,0.346733,0.386429
17.147360,2.078827,1.218531,0.474665,0.379477,0.180186
20.223539,1.250936,1.614121,0.769394,0.283539,0.446578
16.977617,2.115263,1.224892,0.514563,0.358000,0.164295
18.906202,1.261398,1.862711,0.466887,0.280270,0.360266
18.826256,2.096964,1.751491,0.669729,0.400150,0.382339
19.912682,1.817711,1.599688,0.750246,0.465883,0.470707
19.233110,1.503912,1.692545,0.635963,0.405228,0.341942
18.603170,1.009956,1.531519,0.584787,0.339617,0.304536
18.187933,1.721916,1.461775,0.570181,0.359667,0.234883
18.893290,1.168266,1.715799,0.667727,0.403254,0.404381
18.941378,1.797472,1.748402,0.599333,0.466061,0.381913
17.986111,2.004419,1.432562,0.495443,0.349863,0.219303
18.366398,1.847014,1.734865,0.708035,0.386795,0.410584
19.272507,1.313747,1.223064,0.707800,0.414455,0.124041
18.129568,2.132118,1.706308,0.589062,0.332275,0.319558
20.262600,1.520842,1.269344,0.789326,0.247267,0.380701
20.178518,1.244585,1.334078,0.749882,0.313124,0.453560
19.990690,1.281176,1.457523,0.736851,0.452187,0.507470
19.484756,1.676895,1.699663,0.725763,0.394856,0.405836
19.220070,1.185297,1.856806,0.619745,0.360390,0.354156
18.763699,1.211893,1.652683,0.624399,0.379845,0.386093
18.734713,1.542759,1.576250,0.584713,0.359985,0.316804
19.734457,1.928780,1.604277,0.785271,0.420946,0.482858
18.327168,2.176777,1.446596,0.543133,0.378654,0.281918
17.583658,2.018044,1.277265,0.497002,0.294174,0.203519
18.031279,1.885603,1.673090,0.578691,0.334894,0.299205
19.469280,1.241486,1.780054,0.731686,0.318506,0.431059
18.193110,2.094419,1.438412,0.544661,0.433556,0.263926
18.221319,2.081469,1.669111,0.627607,0.307695,0.324983
17.484911,2.021635,1.602072,0.593285,0.326408,0.289245
19.174265,1.447847,1.224173,0.395283,0.408739,0.369127
19.013025,2.095989,1.711094,0.578592,0.443159,0.332072
19.444633,2.104023,1.764648,0.663408,0.397244,0.336184
19.181625,1.590519,1.863497,0.590822,0.389278,0.367388
17.801680,2.186398,1.371784,0.531799,0.406946,0.257089
18.036581,1.269121,1.427229,0.506111,0.372770,0.260507
17.003136,2.012079,1.229662,0.469334,0.331457,0.181701
17.585505,1.790230,1.262642,0.504301,0.368147,0.216090
17.303148,2.192501,1.248068,0.498655,0.335138,0.190529
17.271486,2.094517,1.236914,0.467592,0.306995,0.175915
20.344379,1.375366,1.553810,0.779636,0.484009,0.445655
17.201677,2.026812,1.376770,0.502336,0.312273,0.231461
19.007813,1.426662,1.597136,0.671209,0.246929,0.349712
18.311138,1.568178,1.491056,0.556351,0.430037,0.300696
18.012947,1.627535,1.437229,0.542290,0.334042,0.260142
18.266001,2.091150,1.590345,0.603163,0.372421,0.311262
17.685247,2.071640,1.279648,0.459005,0.324036,0.212722
19.233263,2.141779,1.844086,0.644958,0.433916,0.365032
19.326616,1.319183,1.618702,0.590204,0.499668,0.435289
18.694189,1.836605,1.650084,0.578007,0.305641,0.342244
19.017874,1.945627,1.804838,0.632893,0.413755,0.393211
18.210705,2.047323,1.499098,0.520792,0.291115,0.308566
17.110918,2.000973,1.247335,0.466574,0.350033,0.194795
19.103264,1.472033,1.806557,0.616009,0.299902,0.352778
19.109919,1.159029,1.830656,0.597498,0.431261,0.377522
18.928078,2.002934,1.751194,0.569563,0.401770,0.356308
19.160706,1.809280,1.740805,0.635477,0.306742,0.347174
20.062460,1.626381,1.591865,0.760277,0.377174,0.484253
17.746706,1.966461,1.517973,0.660912,0.363075,0.300482
19.860304,1.157457,1.361176,0.735886,0.399973,0.520688
19.653086,1.748476,1.883392,0.786795,0.408464,0.454759
18.174356,2.008518,1.568829,0.494385,0.307421,0.309639
18.866018,1.248922,1.561981,0.740034,0.347141,0.382210
18.709110,1.159748,1.749842,0.558859,0.392513,0.336259
18.773634,1.924845,1.701849,0.628448,0.260002,0.352614
18.400814,2.151600,1.462805,0.582064,0.341885,0.277546
18.157080,1.940886,1.491083,0.561720,0.306976,0.270064
18.578190,1.474806,1.682184,0.578634,0.389185,0.339151
17.815437,1.649984,1.289599,0.528639,0.328213,0.224153
19.552654,1.619242,1.694797,0.723600,0.389179,0.450542
17.490070,1.957304,1.274439,0.475031,0.311417,0.195376
19.081841,2.173241,1.760323,0.655262,0.361504,0.401968
20.237570,1.455778,1.426983,0.752434,0.468885,0.502675
18.664637,1.580740,1.739941,0.710819,0.440121,0.445936
17.646849,2.097296,1.335999,0.525141,0.310070,0.213628
19.371485,2.041153,1.875254,0.751104,0.456688,0.430952
17.594683,1.467547,1.208643,0.504459,0.367739,0.198039
16.953234,1.944838,1.216604,0.454628,0.325195,0.191672
18.619049,1.755722,1.743511,0.620991,0.385324,0.331305
19.549534,1.487947,1.892889,0.723591,0.321476,0.431166
17.821148,2.195457,1.373594,0.494867,0.342993,0.211575
19.455105,2.171455,1.797712,0.738697,0.288338,0.438744
18.493259,2.059915,1.572601,0.536654,0.385422,0.269438
17.754248,2.118864,1.376827,0.494230,0.313875,0.211951
17.649488,2.081169,1.211159,0.437199,0.340408,0.202618
17.204706,2.032650,1.246363,0.483936,0.356438,0.183959
19.185394,1.702444,1.940323,0.574619,0.482084,0.412117
20.117853,1.661978,1.636690,0.645510,0.442202,0.422294
19.374599,1.772486,1.885038,0.674135,0.450563,0.421494
17.922062,1.755411,1.324921,0.538342,0.329456,0.225467
19.006407,1.269285,1.277714,0.318169,0.261457,0.347698
19.028006,1.128864,1.795275,0.615124,0.416302,0.356297
17.575832,1.781685,1.235556,0.457125,0.299456,0.213048
17.117241,1.726225,1.259865,0.555101,0.403303,0.200537
19.897886,1.429048,1.461693,0.795031,0.432320,0.567937
20.232853,1.562531,1.450134,0.643497,0.428961,0.356728
17.792582,1.680641,1.256352,0.467192,0.310930,0.199808
18.529509,2.100546,1.619101,0.606857,0.334789,0.321709
19.974174,2.016024,1.547928,0.778166,0.333549,0.460381
19.349529,1.316950,1.639212,0.686314,0.438864,0.391685
19.342836,2.173166,1.752806,0.698994,0.370018,0.399379
19.312784,1.388344,1.861498,0.628124,0.305334,0.393889
18.409042,1.233389,1.792744,0.596804,0.401505,0.372150
18.336239,2.159130,1.489517,0.544121,0.282995,0.245667
17.973022,1.917770,1.464481,0.532980,0.312862,0.235787
18.213743,2.182686,1.454245,0.542154,0.309137,0.262391
19.000607,1.406879,1.699104,0.635469,0.445656,0.350419
18.796291,1.417219,1.794609,0.686245,0.365705,0.397756
19.623800,1.551218,1.486382,0.776808,0.489986,0.426429
19.630323,1.618101,1.764452,0.773397,0.427275,0.463590
18.766094,1.185705,1.664566,0.616957,0.357712,0.323960
17.510643,1.968525,1.392803,0.494755,0.331554,0.241756
19.021933,1.100651,1.719128,0.618969,0.331968,0.394304
18.198647,1.906567,1.422760,0.533739,0.382645,0.279329
17.332123,1.919874,1.283510,0.549505,0.350256,0.180791
16.963202,1.963011,1.216404,0.531610,0.408939,0.163563
19.849478,1.757404,1.811922,0.797804,0.437733,0.461651
20.643257,1.608759,1.453833,0.763250,0.448498,0.580208
19.371359,1.780878,1.687735,0.693853,0.390106,0.382207
18.760494,1.931303,1.767614,0.576841,0.395784,0.333091
17.914381,2.187985,1.590036,0.585377,0.345219,0.306015
18.957451,1.945135,1.770590,0.536695,0.372107,0.349452
17.711130,2.096006,1.382368,0.482666,0.377512,0.224779
16.685600,2.188896,1.233971,0.453957,0.313197,0.181946
18.040003,2.134148,1.631697,0.566618,0.341770,0.295005
20.061169,1.232561,1.704351,0.766203,0.313370,0.463431
17.978083,2.177660,1.349867,0.526117,0.329597,0.231173
18.566025,1.884733,1.734551,0.698832,0.345486,0.411270
17.554377,1.990313,1.210195,0.463018,0.299152,0.173230
17.535126,2.051380,1.399422,0.512880,0.246391,0.214047
18.800461,2.194399,1.703333,0.587799,0.302403,0.332341
18.208942,1.795397,1.569084,0.576813,0.358150,0.301269
19.062561,1.029787,1.703749,0.598166,0.296474,0.358862
17.466919,1.787502,1.255457,0.554024,0.399750,0.223507
17.350519,1.985018,1.228121,0.480318,0.333788,0.191498
18.596550,1.521378,1.571215,0.620300,0.393465,0.325266
18.119596,1.973221,1.414753,0.538239,0.362478,0.263806
20.301323,1.177576,1.517010,0.778585,0.372023,0.444324
19.601669,1.262030,1.525574,0.744944,0.413620,0.424343
19.015665,1.710959,1.670479,0.603247,0.457359,0.401146
17.944490,2.086996,1.370457,0.503931,0.403259,0.205638
18.718575,1.762119,1.778702,0.647375,0.475801,0.412291
19.124374,1.814806,1.740582,0.732862,0.348679,0.429543
17.614429,1.934044,1.421303,0.551126,0.299217,0.271360
17.372183,1.824970,1.206942,0.456423,0.336092,0.182434
19.935722,1.170204,1.714619,0.674629,0.342142,0.422995
18.596581,2.178556,1.621101,0.565062,0.282326,0.357689
17.287828,2.104059,1.200516,0.494270,0.335501,0.174170
18.972231,1.331322,1.848362,0.747040,0.408764,0.447980
18.591021,1.440798,1.562361,0.585520,0.399826,0.270538
19.925064,2.013733,1.347670,0.763165,0.437494,0.445855
17.483744,2.177477,1.325455,0.489050,0.313189,0.204672
20.002016,1.998142,1.557379,0.781031,0.416698,0.462398
19.758442,2.058081,1.814739,0.791838,0.440145,0.447011
20.085682,1.615883,1.675243,0.794523,0.282984,0.484214
17.505531,2.074797,1.200508,0.467876,0.355532,0.173836
18.795353,2.116354,1.684227,0.682962,0.400431,0.402024
18.029266,1.168377,1.468491,0.570332,0.290798,0.298553
17.578402,2.148930,1.448042,0.543301,0.328661,0.267608
20.003468,1.109474,1.409626,0.746326,0.365360,0.363274
19.189375,2.129589,1.691008,0.737452,0.373390,0.425744
18.387569,2.170513,1.507612,0.563934,0.309258,0.251892
19.240471,2.071445,1.741171,0.695705,0.400608,0.399749
18.617052,1.449802,1.673660,0.673605,0.430443,0.416879
18.510899,1.207876,1.557596,0.562716,0.328331,0.318879
19.290701,2.185434,1.755667,0.619814,0.388947,0.386700
20.368599,2.100700,1.598740,0.622936,0.291540,0.368831
17.648819,2.136480,1.415497,0.524656,0.307129,0.226995
18.633715,1.303644,1.692888,0.684441,0.424644,0.409178
18.839518,1.315823,1.806200,0.640118,0.363256,0.339920
19.170530,1.880617,1.745493,0.581446,0.330050,0.350198
17.778910,1.980917,1.588684,0.531982,0.387524,0.306366
18.345354,2.183701,1.506943,0.563890,0.293039,0.290237
17.345585,2.090303,1.253761,0.474545,0.362331,0.183755
20.320147,1.519821,1.622305,0.761448,0.424501,0.427689
20.858538,1.497612,1.220236,0.725779,0.200102,0.544438
19.420103,2.149383,1.687025,0.755266,0.352802,0.441390
17.364180,1.383949,1.299257,0.597761,0.406828,0.186957
19.125862,1.469774,1.753698,0.610304,0.480238,0.371787
19.370935,1.393374,1.809315,0.630854,0.432785,0.359324
18.685429,2.067121,1.665463,0.639395,0.412401,0.322639
18.399220,1.601028,1.715834,0.549536,0.421350,0.247023
18.349096,1.043896,1.767075,0.572708,0.372828,0.336958
19.043539,1.398098,1.684618,0.602360,0.376158,0.330482
17.179323,1.734165,1.208365,0.474789,0.332939,0.185890
17.960926,1.969868,1.225414,0.499544,0.356104,0.169413
19.444510,1.712652,1.493073,0.534412,0.240034,0.251618
19.463827,2.151945,1.267382,0.716711,0.409332,0.476143
19.584520,1.947365,1.701576,0.714098,0.475613,0.449807
18.594568,1.655483,1.629702,0.537785,0.317364,0.309819
18.915617,1.627312,1.670895,0.601677,0.421789,0.321752
20.179113,1.709246,1.699551,0.765657,0.452909,0.407068
19.633520,1.689488,1.722963,0.767130,0.413174,0.471027
19.555820,1.661373,1.791699,0.657848,0.221697,0.362694
18.162155,2.170486,1.473110,0.509865,0.290924,0.273643
20.036938,1.641378,1.523687,0.371454,0.222618,0.409765
19.449873,1.847399,1.780470,0.638111,0.397429,0.411550
19.380392,1.139337,1.557768,0.771679,0.341436,0.446458
17.374317,2.193781,1.280870,0.457607,0.336018,0.205088
18.627985,1.534601,1.586803,0.558455,0.435396,0.300353
18.403727,1.957861,1.370214,0.619162,0.420629,0.161101
20.365728,2.138762,1.234228,0.780771,0.402521,0.547132
20.262516,1.179724,1.424450,0.776510,0.326765,0.517925
18.797079,2.114975,1.696075,0.588457,0.344313,0.326780
19.319956,1.378572,1.847183,0.583893,0.336641,0.344907
17.500376,1.988529,1.247452,0.446243,0.349596,0.192058
19.317764,1.592655,1.694889,0.717888,0.450865,0.443325
18.838034,1.002274,1.799589,0.735214,0.421642,0.401655
20.368057,2.186077,1.734589,0.773090,0.428354,0.457036
18.902920,1.356827,1.637285,0.579414,0.332626,0.321068
18.995468,1.468521,1.723152,0.619566,0.424686,0.377494
18.640003,1.947115,1.582125,0.587786,0.251499,0.280323
17.887230,1.709795,1.359575,0.516895,0.373953,0.226558
19.429319,2.158085,1.854273,0.627991,0.309797,0.376770
17.681366,2.180981,1.348961,0.517349,0.287979,0.212800
